site,date,value
sdv-id-AIgqUz,2022-04-10,0.0
sdv-id-AIgqUz,2022-06-06,174.04251449602245
sdv-id-AIgqUz,2022-04-18,59.08824067300658
sdv-id-AIgqUz,2022-10-09,6.728300469327301
sdv-id-AIgqUz,2023-03-26,115.86957388743832
sdv-id-AIgqUz,2023-06-26,72.52175386619382
sdv-id-AIgqUz,2023-06-26,79.58660120893856
sdv-id-AIgqUz,2023-07-02,187.23428894111322
sdv-id-AIgqUz,2023-10-03,49.18589095313003
sdv-id-AIgqUz,2023-09-09,0.0
sdv-id-AIgqUz,2023-10-10,103.08893047371637
sdv-id-AIgqUz,2023-10-29,166.46190269584403
sdv-id-AIgqUz,2024-03-30,80.7366864928164
sdv-id-AIgqUz,2024-06-10,0.0
sdv-id-AIgqUz,2024-06-15,0.0
sdv-id-AIgqUz,2024-05-27,262.70293805483215
sdv-id-AIgqUz,2024-04-17,21.498204831322774
sdv-id-AIgqUz,2023-10-28,21.052414390370707
sdv-id-AIgqUz,2024-06-18,113.57294349872383
sdv-id-AIgqUz,2024-09-27,265.1339948539754
sdv-id-AIgqUz,2024-11-11,102.2260488193679
sdv-id-AIgqUz,2025-05-29,15.355426181031063
sdv-id-AIgqUz,2025-08-15,85.70004656975676
sdv-id-AIgqUz,2025-10-14,1.9328003593578558
sdv-id-AIgqUz,2025-11-02,0.0
sdv-id-AIgqUz,2025-09-13,106.59815144178323
sdv-id-AIgqUz,2025-06-06,295.8936488824286
sdv-id-AIgqUz,2025-01-05,0.0
sdv-id-AIgqUz,2025-01-24,0.0
sdv-id-AIgqUz,2025-04-05,0.0
sdv-id-AIgqUz,2025-10-24,109.44546988998042
sdv-id-AIgqUz,2025-11-09,143.6051277211546
sdv-id-AIgqUz,2025-08-02,113.39903616621163
sdv-id-AIgqUz,2025-08-21,0.0
sdv-id-AIgqUz,2025-11-24,255.04541454402124
sdv-id-AIgqUz,2025-12-06,296.73828276316686
sdv-id-AIgqUz,2026-02-14,178.6390935308214
sdv-id-AIgqUz,2026-02-16,277.01906279571097
sdv-id-AIgqUz,2026-01-15,0.0
sdv-id-AIgqUz,2026-08-08,185.58094078728152
sdv-id-AIgqUz,2027-02-02,109.90657556817268
sdv-id-AIgqUz,2027-06-15,0.0
sdv-id-AIgqUz,2027-10-22,0.0
sdv-id-AIgqUz,2028-01-27,23.182384245908835
sdv-id-AIgqUz,2027-08-04,55.778901119723265
sdv-id-AIgqUz,2027-08-29,19.165097388860588
sdv-id-AIgqUz,2027-06-01,0.0
sdv-id-AIgqUz,2028-05-14,73.66996734645174
sdv-id-AIgqUz,2028-06-10,64.1308532058261
sdv-id-AIgqUz,2028-03-09,0.0
sdv-id-AIgqUz,2028-02-24,104.34240219522069
sdv-id-AIgqUz,2028-07-14,59.08824067300658
sdv-id-AIgqUz,2029-02-01,155.0638894162879
sdv-id-AIgqUz,2029-07-14,0.0
sdv-id-AIgqUz,2029-08-19,0.0
sdv-id-AIgqUz,2029-09-07,0.0
sdv-id-AIgqUz,2028-12-27,41.45424692508738
sdv-id-AIgqUz,2029-06-28,0.0
sdv-id-AIgqUz,2030-03-20,142.03610980239398
sdv-id-AIgqUz,2029-12-08,12.77185635525295
sdv-id-AIgqUz,2030-03-27,0.0
sdv-id-AIgqUz,2030-03-02,31.35656254276304
sdv-id-AIgqUz,2030-08-27,106.89443272443617
sdv-id-AIgqUz,2031-03-01,36.680437016556965
sdv-id-AIgqUz,2031-08-21,95.52449253629189
sdv-id-AIgqUz,2031-12-08,90.47549975542422
sdv-id-AIgqUz,2032-05-22,0.0
sdv-id-AIgqUz,2032-11-18,114.8016286830904
sdv-id-AIgqUz,2033-02-06,35.96277667678831
sdv-id-AIgqUz,2033-06-11,64.93752527115913
sdv-id-AIgqUz,2033-07-02,88.42659735800503
sdv-id-AIgqUz,2033-09-24,0.0
sdv-id-AIgqUz,2033-10-13,153.47490911481438
sdv-id-AIgqUz,2033-08-30,147.72950499419926
sdv-id-AIgqUz,2033-08-05,168.44279666872688
sdv-id-AIgqUz,2033-12-14,0.0
sdv-id-AIgqUz,2033-11-29,0.0
sdv-id-AIgqUz,2033-09-21,19.253308611253715
sdv-id-AIgqUz,2033-10-09,16.48773923773713
sdv-id-AIgqUz,2033-08-02,97.11767878182035
sdv-id-AIgqUz,2033-08-12,263.26059551156163
sdv-id-AIgqUz,2033-05-22,196.80471385181858
sdv-id-AIgqUz,2034-02-20,0.0
sdv-id-AIgqUz,2034-05-13,310.8723894628346
sdv-id-AIgqUz,2034-08-18,0.0
sdv-id-AIgqUz,2034-09-06,52.8456639792546
sdv-id-AIgqUz,2034-10-30,183.15921526602892
sdv-id-AIgqUz,2034-06-28,144.43327070818006
sdv-id-AIgqUz,2034-03-14,0.0
sdv-id-AIgqUz,2034-01-23,0.0
sdv-id-AIgqUz,2034-01-24,171.28594087596503
sdv-id-AIgqUz,2034-03-18,53.68202797533342
sdv-id-AIgqUz,2034-04-08,228.82373109376255
sdv-id-AIgqUz,2034-05-07,73.53572719171132
sdv-id-AIgqUz,2034-07-21,30.387602329562
sdv-id-AIgqUz,2033-12-17,0.0
sdv-id-AIgqUz,2033-12-16,0.0
sdv-id-AIgqUz,2034-04-09,0.0
sdv-id-AIgqUz,2034-06-02,23.025770952205384
sdv-id-AIgqUz,2034-07-08,171.30089416952717
sdv-id-AIgqUz,2034-05-19,0.0
sdv-id-AIgqUz,2034-05-18,134.1528919519323
sdv-id-AIgqUz,2034-08-16,0.0
sdv-id-AIgqUz,2034-06-29,0.0
sdv-id-AIgqUz,2034-10-16,0.0
sdv-id-AIgqUz,2034-09-18,0.0
sdv-id-AIgqUz,2034-02-12,0.0
sdv-id-AIgqUz,2034-02-05,52.347108358559474
sdv-id-AIgqUz,2034-02-19,110.62969676620862
sdv-id-AIgqUz,2034-01-24,55.44016146589777
sdv-id-AIgqUz,2034-01-20,242.43707217261965
sdv-id-AIgqUz,2034-01-26,0.0
sdv-id-AIgqUz,2034-06-08,0.0
sdv-id-AIgqUz,2034-10-10,114.86881282713355
sdv-id-AIgqUz,2034-07-25,0.0
sdv-id-AIgqUz,2035-02-20,142.62633162245322
sdv-id-AIgqUz,2035-09-22,0.0
sdv-id-AIgqUz,2035-10-06,37.84093016262348
sdv-id-AIgqUz,2035-04-25,47.13547869576901
sdv-id-AIgqUz,2035-03-31,340.9780086230484
sdv-id-AIgqUz,2035-03-28,16.822188405918652
sdv-id-AIgqUz,2035-08-12,0.0
sdv-id-AIgqUz,2035-10-02,40.003575342327
sdv-id-AIgqUz,2035-10-20,46.43862351267907
sdv-id-AIgqUz,2036-01-27,57.81945437474323
sdv-id-AIgqUz,2036-05-17,257.8286716031206
sdv-id-AIgqUz,2036-10-09,25.263777032767386
sdv-id-AIgqUz,2036-07-27,113.13325854565551
sdv-id-AIgqUz,2037-02-03,0.0
sdv-id-AIgqUz,2036-12-20,60.9381863292724
sdv-id-AIgqUz,2037-01-27,0.0
sdv-id-AIgqUz,2037-05-19,113.11109808162743
sdv-id-AIgqUz,2038-05-05,158.3484992338136
sdv-id-AIgqUz,2037-12-13,42.7970658965876
sdv-id-AIgqUz,2038-04-03,0.0
sdv-id-AIgqUz,2038-04-28,20.29449111881999
sdv-id-AIgqUz,2038-08-15,0.0
sdv-id-AIgqUz,2038-08-26,0.0
sdv-id-AIgqUz,2039-02-03,15.626572192491459
sdv-id-AIgqUz,2039-02-17,19.769244793790136
sdv-id-AIgqUz,2040-01-07,192.79243344199654
sdv-id-AIgqUz,2040-01-09,70.02835557090478
sdv-id-AIgqUz,2040-07-05,144.01882670329059
sdv-id-AIgqUz,2040-06-05,0.0
sdv-id-AIgqUz,2040-11-08,37.87123435940866
sdv-id-AIgqUz,2040-08-31,120.05719355293701
sdv-id-AIgqUz,2040-08-23,33.63024781582614
sdv-id-AIgqUz,2040-07-08,22.449086354091754
sdv-id-AIgqUz,2040-09-12,0.0
sdv-id-AIgqUz,2040-08-26,0.0
sdv-id-AIgqUz,2040-11-10,102.83026491433856
sdv-id-AIgqUz,2040-08-26,59.08824067300658
sdv-id-AIgqUz,2040-11-24,165.95628058717097
sdv-id-AIgqUz,2041-02-25,0.0
sdv-id-AIgqUz,2042-02-08,190.2672395834531
sdv-id-AIgqUz,2042-01-26,6.137243801076245
sdv-id-AIgqUz,2041-10-26,0.0
sdv-id-AIgqUz,2041-07-18,245.40799042399874
sdv-id-AIgqUz,2042-01-05,86.13671444486609
sdv-id-AIgqUz,2041-12-22,0.0
sdv-id-AIgqUz,2042-03-30,344.37670731498855
sdv-id-AIgqUz,2042-07-03,0.0
sdv-id-AIgqUz,2042-10-09,191.48480754886043
sdv-id-AIgqUz,2042-04-27,49.60873363650605
sdv-id-AIgqUz,2042-07-01,0.0
sdv-id-AIgqUz,2042-09-10,0.0
sdv-id-AIgqUz,2043-05-27,0.0
sdv-id-AIgqUz,2043-09-28,24.794962218424196
sdv-id-AIgqUz,2044-02-23,20.798462024582072
sdv-id-AIgqUz,2044-08-01,77.66266184782458
sdv-id-AIgqUz,2044-08-09,0.0
sdv-id-AIgqUz,2044-08-28,107.91750748039917
sdv-id-AIgqUz,2044-10-30,0.0
sdv-id-AIgqUz,2044-12-07,86.48634939597959
sdv-id-AIgqUz,2045-03-13,140.13219623018472
sdv-id-AIgqUz,2045-03-09,0.0
sdv-id-AIgqUz,2044-12-06,314.6493483595535
sdv-id-AIgqUz,2045-05-21,81.2007233864163
sdv-id-AIgqUz,2045-08-26,321.4687265565852
sdv-id-AIgqUz,2045-11-19,0.0
sdv-id-AIgqUz,2046-02-10,2.0566854904027636
sdv-id-AIgqUz,2046-03-24,113.23342976097365
sdv-id-AIgqUz,2046-10-29,0.0
sdv-id-AIgqUz,2046-07-24,4.922407585764894
sdv-id-AIgqUz,2046-09-08,0.0
sdv-id-AIgqUz,2046-12-02,0.0
sdv-id-AIgqUz,2046-10-08,40.99474357419996
sdv-id-AIgqUz,2046-10-26,0.0
sdv-id-AIgqUz,2047-05-26,53.06411151956954
sdv-id-AIgqUz,2048-03-26,62.172696957509004
sdv-id-AIgqUz,2048-03-15,0.0
sdv-id-AIgqUz,2048-06-03,0.0
sdv-id-AIgqUz,2048-11-09,7.863139206006053
sdv-id-AIgqUz,2048-11-23,110.980729295466
sdv-id-AIgqUz,2049-05-04,0.0
sdv-id-AIgqUz,2049-04-17,226.693864273286
sdv-id-AIgqUz,2049-10-30,96.45938248910831
sdv-id-AIgqUz,2050-04-25,27.95319556995286
sdv-id-AIgqUz,2050-06-29,0.0
sdv-id-AIgqUz,2050-12-20,0.0
sdv-id-AIgqUz,2051-01-08,0.0
sdv-id-AIgqUz,2050-12-27,59.08824067300658
sdv-id-AIgqUz,2051-02-09,51.012943011275276
sdv-id-AIgqUz,2050-11-10,195.69842375299004
sdv-id-AIgqUz,2051-04-08,0.0
sdv-id-AIgqUz,2050-09-23,0.0
sdv-id-AIgqUz,2049-12-26,45.65591634591527
sdv-id-AIgqUz,2050-01-27,0.0
sdv-id-AIgqUz,2050-01-14,324.9090619811294
sdv-id-AIgqUz,2049-11-04,0.0
sdv-id-AIgqUz,2049-08-15,127.17403661486827
sdv-id-AIgqUz,2049-10-11,142.04758103925735
sdv-id-AIgqUz,2049-11-19,0.0
sdv-id-AIgqUz,2050-05-16,0.0
sdv-id-AIgqUz,2050-11-01,27.334266596563957
sdv-id-AIgqUz,2051-03-12,32.428341179789165
sdv-id-AIgqUz,2052-03-02,22.92201728705151
sdv-id-AIgqUz,2052-04-20,34.17968888687044
sdv-id-AIgqUz,2052-03-25,94.7858341793445
sdv-id-AIgqUz,2053-01-04,107.02882214791977
sdv-id-AIgqUz,2053-05-18,51.34879372048766
sdv-id-AIgqUz,2054-01-16,18.480619622791586
sdv-id-AIgqUz,2054-05-05,5.585123818429118
sdv-id-AIgqUz,2054-12-21,0.0
sdv-id-AIgqUz,2055-11-05,37.722640628003404
sdv-id-AIgqUz,2055-12-23,19.19526816845056
sdv-id-AIgqUz,2056-03-06,94.03682740351323
sdv-id-AIgqUz,2056-06-23,127.62603293684109
sdv-id-AIgqUz,2056-06-23,201.01813983737287
sdv-id-AIgqUz,2056-08-29,135.84601692340902
sdv-id-AIgqUz,2057-02-23,0.0
sdv-id-AIgqUz,2057-07-28,0.0
sdv-id-AIgqUz,2057-11-07,71.66234898469477
sdv-id-AIgqUz,2058-07-23,33.69216132017736
sdv-id-AIgqUz,2058-02-24,0.0
sdv-id-AIgqUz,2057-09-25,145.78390713474215
sdv-id-AIgqUz,2058-01-14,168.92661761512534
sdv-id-AIgqUz,2058-04-20,77.31996987471129
sdv-id-AIgqUz,2058-08-20,0.0
sdv-id-AIgqUz,2058-12-04,0.0
sdv-id-AIgqUz,2059-05-21,129.39628097292294
sdv-id-AIgqUz,2059-06-09,83.24137373216743
sdv-id-AIgqUz,2059-08-31,154.10554709828583
sdv-id-AIgqUz,2059-05-15,20.860560463659326
sdv-id-AIgqUz,2059-07-21,140.91843300829112
sdv-id-AIgqUz,2059-06-15,0.0
sdv-id-AIgqUz,2059-11-14,100.30858217366509
sdv-id-AIgqUz,2060-01-10,178.15967931475186
sdv-id-AIgqUz,2059-12-28,0.0
sdv-id-AIgqUz,2060-08-01,85.91043359794132
sdv-id-AIgqUz,2059-12-24,0.0
sdv-id-AIgqUz,2060-01-29,97.55214064984057
sdv-id-AIgqUz,2060-08-24,67.72322875249141
sdv-id-AIgqUz,2060-10-13,78.60171547390141
sdv-id-AIgqUz,2061-08-31,29.443116906389108
sdv-id-AIgqUz,2062-02-11,67.34082733081183
sdv-id-AIgqUz,2062-03-26,0.05920023067007918
sdv-id-AIgqUz,2062-06-27,59.08824067300658
sdv-id-AIgqUz,2062-11-12,49.985949620563886
sdv-id-AIgqUz,2063-05-03,58.59495965489038
sdv-id-AIgqUz,2063-07-24,38.25898303659525
sdv-id-AIgqUz,2063-12-28,149.5425205066386
sdv-id-AIgqUz,2064-01-26,30.569102553540187
sdv-id-AIgqUz,2063-12-08,105.19163302486325
sdv-id-AIgqUz,2064-07-20,184.65059230295154
sdv-id-AIgqUz,2064-09-17,25.224127027505894
sdv-id-AIgqUz,2064-08-28,5.241921953856917
sdv-id-AIgqUz,2065-02-25,222.1139716346246
sdv-id-AIgqUz,2065-08-31,103.99301294310035
sdv-id-AIgqUz,2065-08-13,128.03988515060723
sdv-id-AIgqUz,2065-09-27,58.19834071566585
sdv-id-AIgqUz,2065-07-02,120.3713183947275
sdv-id-AIgqUz,2065-12-24,43.68626112052591
sdv-id-AIgqUz,2066-04-01,78.38009101918568
sdv-id-AIgqUz,2066-03-04,92.39216061410647
sdv-id-AIgqUz,2066-08-29,0.0
sdv-id-AIgqUz,2066-10-19,0.0
sdv-id-AIgqUz,2067-09-06,235.56640893413436
sdv-id-AIgqUz,2067-09-03,3.3380506524421847
sdv-id-AIgqUz,2068-01-27,55.434727357117644
sdv-id-AIgqUz,2067-11-13,0.0
sdv-id-AIgqUz,2067-07-02,120.74437929178006
sdv-id-AIgqUz,2067-04-17,0.0
sdv-id-AIgqUz,2067-05-14,29.54410447642646
sdv-id-AIgqUz,2067-11-27,256.04382957523006
sdv-id-AIgqUz,2067-12-22,200.19829777762163
sdv-id-AIgqUz,2067-08-11,7.332846804880148
sdv-id-AIgqUz,2067-07-14,0.0
sdv-id-AIgqUz,2067-08-24,186.90973378077445
sdv-id-AIgqUz,2068-05-11,91.22512474162536
sdv-id-AIgqUz,2068-04-10,43.510323468914336
sdv-id-AIgqUz,2069-02-01,0.0
sdv-id-AIgqUz,2068-12-05,50.33099819047177
sdv-id-AIgqUz,2068-11-17,143.69627940569163
sdv-id-AIgqUz,2069-02-01,175.7248815502934
sdv-id-AIgqUz,2069-08-09,0.0
sdv-id-AIgqUz,2069-11-02,182.53075422847536
sdv-id-AIgqUz,2069-11-06,205.5917129922533
sdv-id-AIgqUz,2069-07-11,59.08824067300658
sdv-id-AIgqUz,2069-05-21,122.21937111197613
sdv-id-AIgqUz,2068-06-24,83.20435772578958
sdv-id-AIgqUz,2068-05-17,325.4150222561587
sdv-id-AIgqUz,2068-12-02,285.5148795680819
sdv-id-AIgqUz,2069-05-18,59.08824067300658
sdv-id-AIgqUz,2069-01-10,229.2396862795561
sdv-id-AIgqUz,2069-05-26,106.22329403596348
sdv-id-AIgqUz,2069-08-30,63.96986257320556
